"SeaWEED.ID","Source","Sample_size_n_farms","study_id","Country","iso3c","Common.Name","Scientific.Name","clean_sci_name","Production_system_group","Intensity","Product","Yield_m2_per_t","Grow_out_period_days","FCR","Feed_type","feed_soy_new","feed_crops_new","feed_fmfo_new","feed_animal_new","Electricity_kwh","Diesel_L","Petrol_L","NaturalGas_L","data_type"
NA,"SFW (company data)",1,435,"USA","USA","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Cages & pens","Intensive","",NA,NA,1.6,"Assumed compound",0.000104988976157503,0.499947505511921,0.249973752755961,0.249973752755961,NA,NA,NA,NA,"raw"
NA,"SFW (company data)",1,436,"Chile","CHL","Rainbow trout","Oncorhynchus mykiss","Oncorhynchus mykiss","Cages & pens","Intensive","",NA,NA,1.52,"Assumed compound",0.000110154110846508,0.814091333494193,0.185688358284114,0.000110154110846508,NA,NA,NA,NA,"raw"
NA,"SFW (company data)",1,437,"Vietnam","VNM","Barramundi","Lates calcarifer","Lates calcarifer","Cages & pens","Intensive","",NA,NA,1.35,"Assumed compound",0.000107131378780845,0.387713561302105,0.306089653659557,0.306089653659557,NA,NA,NA,NA,"raw"
NA,"Marin et al. 2019",61,438,"China","CHN","Gracilaria seaweed","Gracilaria spp","Gracilaria spp","On- and off-bottom","Extensive","1 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0,87.97,0,0,"raw"
NA,"Marin et al. 2019",61,439,"China","CHN","Gracilaria seaweed","Gracilaria spp","Gracilaria spp","On- and off-bottom","Extensive","1 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0,87.97,0,0,"raw"
NA,"Marin et al. 2019",61,440,"China","CHN","Gracilaria seaweed","Gracilaria spp","Gracilaria spp","On- and off-bottom","Extensive","1 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0,87.97,0,0,"raw"
NA,"Marin et al. 2019",61,441,"China","CHN","Gracilaria seaweed","Gracilaria spp","Gracilaria spp","On- and off-bottom","Extensive","1 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0,87.97,0,0,"raw"
NA,"Marin et al. 2019",61,442,"China","CHN","Gracilaria seaweed","Gracilaria spp","Gracilaria spp","On- and off-bottom","Extensive","1 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0,87.97,0,0,"raw"
NA,"Marin et al. 2019",61,443,"China","CHN","Gracilaria seaweed","Gracilaria spp","Gracilaria spp","On- and off-bottom","Extensive","1 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0,87.97,0,0,"raw"
NA,"Marin et al. 2019",61,444,"China","CHN","Gracilaria seaweed","Gracilaria spp","Gracilaria spp","On- and off-bottom","Extensive","1 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0,87.97,0,0,"raw"
NA,"Marin et al. 2019",61,445,"China","CHN","Gracilaria seaweed","Gracilaria spp","Gracilaria spp","On- and off-bottom","Extensive","1 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0,87.97,0,0,"raw"
NA,"Marin et al. 2019",39,446,"China","CHN","Porphyra seaweed","Porphyra spp","Porphyra spp","On- and off-bottom","Extensive","2 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0.0611,100.934,0,0,"raw"
NA,"Marin et al. 2019",39,447,"China","CHN","Porphyra seaweed","Porphyra spp","Porphyra spp","On- and off-bottom","Extensive","2 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0.0611,100.934,0,0,"raw"
NA,"Marin et al. 2019",39,448,"China","CHN","Porphyra seaweed","Porphyra spp","Porphyra spp","On- and off-bottom","Extensive","2 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0.0611,100.934,0,0,"raw"
NA,"Marin et al. 2019",39,449,"China","CHN","Porphyra seaweed","Porphyra spp","Porphyra spp","On- and off-bottom","Extensive","2 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0.0611,100.934,0,0,"raw"
NA,"Marin et al. 2019",39,450,"China","CHN","Porphyra seaweed","Porphyra spp","Porphyra spp","On- and off-bottom","Extensive","2 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0.0611,100.934,0,0,"raw"
NA,"Marin et al. 2019",39,451,"China","CHN","Porphyra seaweed","Porphyra spp","Porphyra spp","On- and off-bottom","Extensive","2 tonne dry-weight",NA,NA,NA,"",NA,NA,NA,NA,0.0611,100.934,0,0,"raw"
NA,"Henriksson et al. (unpubl. Data)",23,387,"India","IND",NA,NA,"Cyprinidae","Ponds","Semi-intensive",NA,1348.98212076522,NA,0.307703419826087,NA,0.0502678251460906,0.925360783977718,0.00768575194296557,0.0166856389332253,0.134388334869565,12.8837721314348,0,0,"aggregated"
NA,"Zhang & Newton (unpubl. Data)",27,324,"China","CHN",NA,NA,"Ctenopharyngodon idella","Ponds","Semi-intensive",NA,948.9451469,NA,1.693909228,NA,0.183783137241831,0.810294707195947,0.00227775222477752,0.00364440333744403,220.7803973,0,0,0,"aggregated"
NA,"Zhang & Newton (unpubl. Data)",21,331,"China","CHN",NA,NA,"Cyprinidae","Ponds","Semi-intensive",NA,1348.06078220476,NA,1.73915687433333,NA,0.137652839738611,0.80843193559231,0.0191242801889443,0.0347909444801347,353.396151933333,0,0,0,"aggregated"
NA,"Zhang & Newton (unpubl. Data)",1,333,"China","CHN",NA,NA,"Ctenopharyngodon idella","Ponds","Extensive",NA,2421.818182,NA,5.454545455,NA,0.000104966935415344,0.999685099193754,0.000104966935415344,0.000104966935415344,909.0909091,0,0,0,"aggregated"
NA,"Zhang & Newton (unpubl. Data)",5,339,"China","CHN",NA,NA,"Carassius carassius","Ponds","Semi-intensive",NA,566.01154966,NA,1.2392334768,NA,0.2096,0.6989,0.0745,0.017,239.5463915,0,0,0,"aggregated"
NA,"Zhang & Newton (unpubl. Data)",1,362,"China","CHN",NA,NA,"Cyprinidae","Ponds","Extensive",NA,1402.105263,NA,0,NA,NA,NA,NA,NA,315.7894737,0,0,0,"aggregated"
NA,"Zhang & Newton (unpubl. Data)",8,379,"China","CHN",NA,NA,"Hypophthalmichthys molitrix","Ponds","Imp. extensive",NA,2199.077987875,NA,0.904833941625,NA,0.104673569373001,0.893703137706707,0.000636646460145927,0.000986646460145927,295.6041623375,0,0,0,"aggregated"
